age;marital;education;default;balance;housing;loan;contact;poutcome;class
34;single;secondary;no;268;yes;no;cellular;failure;no
46;married;secondary;no;245;yes;no;cellular;failure;no
42;married;primary;no;258;yes;no;cellular;failure;no
32;married;primary;no;0;yes;yes;cellular;failure;no
46;divorced;secondary;no;0;yes;yes;cellular;other;no
50;married;primary;no;300;yes;no;cellular;other;no
40;single;secondary;no;287;yes;no;cellular;failure;no
56;married;tertiary;no;935;yes;no;cellular;failure;no
36;married;secondary;no;0;yes;no;cellular;failure;no
36;single;tertiary;no;1531;yes;no;cellular;failure;no
40;single;tertiary;no;-222;yes;no;cellular;failure;no
40;married;secondary;no;280;yes;no;cellular;failure;no
36;married;secondary;no;535;yes;no;cellular;failure;no
26;single;secondary;no;0;yes;no;cellular;other;no
39;single;secondary;no;1685;yes;no;cellular;failure;no
49;married;secondary;no;-202;yes;yes;cellular;failure;no
46;divorced;secondary;no;-637;yes;no;cellular;failure;no
38;married;primary;no;215;yes;no;cellular;other;no
37;married;secondary;no;3429;yes;yes;cellular;other;no
52;married;secondary;no;337;yes;no;cellular;failure;no
34;married;secondary;no;0;yes;no;cellular;failure;no
37;married;secondary;no;1314;yes;no;cellular;success;no
46;married;tertiary;no;740;yes;no;cellular;failure;no
32;single;secondary;no;2696;yes;no;cellular;failure;no
28;single;secondary;no;430;yes;no;cellular;failure;no
44;single;secondary;no;293;yes;no;cellular;failure;no
36;married;secondary;no;0;yes;no;cellular;other;no
34;single;secondary;no;1866;no;no;cellular;failure;no
41;single;secondary;no;75;yes;no;cellular;failure;no
50;divorced;tertiary;no;356;no;no;cellular;other;no
39;married;primary;no;1433;yes;no;cellular;other;no
37;single;tertiary;no;4543;yes;no;cellular;failure;no
46;divorced;secondary;no;355;yes;no;cellular;other;no
31;single;tertiary;no;25;yes;no;cellular;failure;no
34;single;tertiary;no;589;yes;no;telephone;other;no
31;divorced;primary;no;1;yes;no;cellular;failure;no
44;married;secondary;no;438;yes;no;telephone;failure;no
38;divorced;secondary;no;566;yes;no;cellular;failure;no
57;divorced;primary;no;13;yes;no;cellular;failure;no
31;divorced;secondary;no;-209;yes;no;cellular;failure;no
55;divorced;tertiary;no;481;yes;no;telephone;failure;no
41;married;secondary;no;41;yes;no;cellular;other;no
48;married;secondary;no;257;yes;no;telephone;failure;no
53;married;secondary;no;4493;no;no;cellular;failure;no
36;divorced;secondary;no;515;yes;yes;cellular;failure;no
39;married;secondary;no;-762;yes;yes;cellular;failure;no
50;married;tertiary;no;-470;yes;no;cellular;failure;no
56;single;primary;no;39;yes;no;telephone;failure;no
31;single;secondary;no;49;yes;no;cellular;failure;no
41;married;secondary;no;2576;yes;yes;cellular;failure;no
52;married;primary;no;863;no;no;cellular;failure;no
45;divorced;tertiary;no;2237;yes;no;cellular;failure;no
40;married;secondary;no;498;yes;no;cellular;failure;no
59;married;tertiary;no;148;yes;yes;cellular;other;yes
47;married;primary;no;1374;no;yes;telephone;failure;yes
24;single;secondary;no;281;yes;no;cellular;other;no
38;divorced;tertiary;no;637;yes;no;cellular;other;no
43;married;secondary;no;490;yes;no;cellular;failure;no
36;married;secondary;no;23;yes;no;cellular;failure;no
35;married;tertiary;no;387;yes;no;cellular;failure;yes
30;married;secondary;no;23;yes;no;cellular;failure;no
42;married;tertiary;no;-556;yes;yes;cellular;failure;yes
37;single;secondary;no;393;yes;no;cellular;other;no
39;married;secondary;no;0;yes;no;telephone;failure;no
36;married;primary;no;0;yes;no;cellular;failure;no
32;married;secondary;no;95;yes;no;telephone;failure;no
34;married;secondary;no;471;yes;no;cellular;failure;no
43;married;primary;no;60;no;no;cellular;other;no
52;single;tertiary;no;824;no;no;cellular;failure;no
36;married;secondary;no;153;yes;no;cellular;failure;no
38;married;secondary;no;395;yes;no;cellular;failure;no
44;single;secondary;no;140;yes;no;cellular;failure;no
39;married;primary;no;324;yes;no;cellular;failure;no
41;married;secondary;no;211;yes;no;telephone;failure;no
44;divorced;secondary;no;177;yes;no;cellular;failure;no
42;married;secondary;no;3018;yes;no;cellular;failure;no
26;married;secondary;no;354;yes;no;cellular;other;no
49;married;secondary;no;993;yes;yes;cellular;other;no
29;single;tertiary;no;572;yes;no;telephone;success;no
34;divorced;secondary;no;140;yes;no;cellular;failure;no
42;married;secondary;no;714;yes;yes;cellular;failure;no
42;divorced;secondary;no;256;no;no;cellular;failure;no
38;married;secondary;no;1333;yes;no;telephone;other;no
46;divorced;primary;no;1807;yes;no;cellular;failure;no
29;married;secondary;no;37;yes;no;cellular;other;no
36;married;secondary;no;432;yes;no;cellular;failure;no
46;married;primary;no;0;yes;no;telephone;other;no
34;single;secondary;no;664;yes;yes;cellular;other;no
55;married;tertiary;no;1402;yes;no;cellular;failure;no
43;married;secondary;no;704;yes;no;telephone;failure;no
34;married;tertiary;no;1288;yes;no;cellular;other;no
57;married;primary;no;-34;yes;yes;cellular;failure;no
37;married;primary;no;240;yes;no;cellular;other;no
41;married;tertiary;no;355;yes;no;cellular;other;no
57;divorced;secondary;yes;25;yes;no;cellular;other;no
60;married;secondary;no;-396;yes;no;cellular;failure;no
44;divorced;secondary;no;738;yes;no;cellular;failure;no
45;married;primary;no;0;yes;no;telephone;failure;no
54;married;primary;no;943;yes;yes;telephone;failure;no
50;married;secondary;no;2419;yes;no;cellular;other;no
41;married;secondary;no;-217;yes;no;cellular;other;no
47;married;secondary;no;2548;yes;no;cellular;other;no
38;married;secondary;no;741;yes;no;cellular;failure;no
40;married;secondary;no;6767;yes;no;cellular;failure;no
47;married;secondary;no;-59;yes;yes;cellular;failure;no
35;single;secondary;no;356;yes;no;cellular;failure;no
32;married;tertiary;no;859;yes;yes;cellular;other;no
36;married;secondary;no;483;yes;no;cellular;failure;no
50;married;secondary;no;284;yes;no;cellular;failure;no
44;single;secondary;no;985;yes;yes;cellular;failure;no
43;divorced;tertiary;no;221;yes;no;cellular;failure;no
35;divorced;tertiary;no;4515;yes;no;cellular;failure;no
37;married;primary;no;0;no;no;telephone;failure;no
38;divorced;secondary;no;0;yes;no;cellular;failure;no
39;single;tertiary;no;243;no;yes;cellular;failure;no
40;single;secondary;no;281;yes;no;cellular;other;no
35;divorced;tertiary;no;434;yes;no;cellular;success;no
45;married;primary;no;1265;yes;no;cellular;success;no
41;single;secondary;no;-109;yes;yes;cellular;failure;yes
54;married;tertiary;no;7249;yes;yes;cellular;failure;no
41;married;primary;no;236;yes;no;telephone;failure;no
29;married;secondary;no;228;yes;no;cellular;failure;no
29;single;tertiary;no;200;yes;no;cellular;other;no
49;divorced;secondary;no;-212;yes;yes;cellular;failure;no
29;divorced;secondary;no;477;yes;yes;cellular;failure;no
36;single;secondary;no;866;yes;no;cellular;failure;yes
35;single;tertiary;no;873;yes;no;cellular;failure;no
30;single;secondary;no;948;yes;no;cellular;failure;no
43;divorced;tertiary;no;580;yes;no;cellular;failure;yes
46;married;primary;no;101;yes;no;cellular;success;no
32;married;secondary;no;367;yes;no;cellular;failure;no
40;married;primary;no;4904;yes;no;cellular;failure;no
39;married;secondary;no;3047;yes;no;cellular;failure;no
55;married;tertiary;no;719;yes;no;telephone;other;no
36;married;secondary;no;-461;no;no;cellular;failure;no
42;married;secondary;no;4900;yes;no;telephone;failure;no
33;married;secondary;no;4789;yes;yes;cellular;failure;no
42;married;secondary;no;-396;yes;no;cellular;failure;no
45;divorced;tertiary;no;839;yes;no;cellular;failure;no
37;divorced;secondary;no;295;yes;yes;cellular;failure;no
44;married;tertiary;no;-8;yes;no;cellular;failure;no
51;single;secondary;no;726;yes;no;cellular;success;no
41;married;secondary;no;-312;yes;no;cellular;failure;no
55;married;tertiary;no;59;yes;no;cellular;failure;no
30;divorced;primary;no;2597;yes;no;cellular;failure;no
39;single;secondary;no;283;yes;no;cellular;failure;no
44;married;secondary;no;13054;yes;no;cellular;other;no
49;married;primary;no;3652;yes;yes;cellular;other;no
31;single;secondary;no;0;yes;no;cellular;failure;no
43;single;secondary;no;518;yes;no;cellular;failure;no
47;married;secondary;no;71;yes;no;cellular;failure;no
54;divorced;secondary;no;1252;yes;no;cellular;failure;no
40;married;tertiary;no;-17;yes;yes;cellular;success;yes
40;married;primary;no;98;yes;no;cellular;failure;no
49;divorced;primary;no;24;yes;no;cellular;success;yes
33;married;secondary;no;358;no;no;cellular;failure;no
31;married;tertiary;no;0;no;no;cellular;other;no
23;single;secondary;no;2412;yes;no;cellular;failure;no
35;married;secondary;no;2048;yes;no;cellular;failure;no
48;divorced;secondary;no;457;yes;no;cellular;other;no
31;married;secondary;no;2423;yes;yes;cellular;other;no
56;married;secondary;no;150;yes;yes;cellular;failure;no
34;married;secondary;no;-10;yes;no;cellular;failure;no
55;divorced;secondary;no;13;yes;no;cellular;failure;no
43;divorced;secondary;no;898;yes;no;cellular;failure;no
31;single;secondary;no;78;yes;no;cellular;other;no
32;married;secondary;no;314;yes;no;cellular;success;no
55;married;secondary;no;2059;yes;no;cellular;failure;no
37;married;secondary;no;321;yes;no;cellular;failure;no
38;single;secondary;no;3049;yes;yes;cellular;failure;no
44;divorced;secondary;no;0;yes;no;cellular;failure;no
45;married;primary;no;542;no;no;cellular;other;no
58;divorced;secondary;no;3058;yes;no;telephone;failure;no
40;single;secondary;no;3;yes;yes;cellular;failure;no
51;divorced;primary;no;602;yes;no;cellular;failure;no
51;single;tertiary;yes;-55;yes;no;cellular;failure;no
37;single;primary;no;275;yes;no;cellular;other;no
39;married;secondary;no;1403;no;no;cellular;failure;no
42;married;secondary;no;1042;yes;no;cellular;other;no
38;single;tertiary;no;493;yes;no;cellular;failure;no
41;married;secondary;no;306;yes;no;telephone;failure;no
48;divorced;secondary;no;1282;yes;no;cellular;other;no
43;married;secondary;no;-416;yes;yes;cellular;failure;no
39;single;secondary;no;322;yes;no;cellular;failure;no
42;married;secondary;no;1449;yes;no;cellular;failure;no
32;divorced;tertiary;no;1145;yes;no;cellular;success;no
41;married;secondary;no;1395;yes;yes;cellular;failure;no
29;single;secondary;no;31;yes;no;cellular;other;no
36;married;secondary;no;0;yes;no;cellular;failure;no
42;married;secondary;no;1450;no;no;cellular;other;no
37;married;tertiary;no;293;yes;no;cellular;failure;no
34;single;secondary;no;0;yes;no;cellular;failure;no
44;married;tertiary;no;0;yes;no;cellular;failure;no
45;married;primary;no;503;yes;no;cellular;failure;no
37;single;secondary;no;20;yes;no;cellular;failure;no
32;single;secondary;no;-23;no;no;cellular;failure;no
37;married;secondary;no;223;yes;no;cellular;failure;no
33;married;secondary;no;2366;yes;no;cellular;failure;no
57;married;secondary;no;5486;yes;no;cellular;failure;no
52;single;secondary;no;201;yes;no;cellular;other;no
50;married;secondary;no;326;yes;no;cellular;failure;no
26;married;tertiary;no;5;yes;no;cellular;other;no
37;single;secondary;no;-17;yes;no;cellular;failure;no
33;divorced;tertiary;no;-255;yes;yes;cellular;other;no
37;married;secondary;no;771;yes;no;cellular;failure;no
27;single;secondary;no;100;yes;no;cellular;failure;no
52;married;secondary;no;-178;yes;yes;cellular;failure;no
31;married;secondary;no;2153;yes;no;cellular;failure;no
58;married;secondary;no;3867;yes;no;telephone;failure;no
55;divorced;tertiary;no;8044;yes;no;cellular;other;no
58;married;secondary;no;1301;yes;no;cellular;failure;no
52;married;secondary;no;540;yes;no;cellular;failure;no
35;married;secondary;no;-315;yes;no;cellular;failure;no
38;married;tertiary;no;-120;yes;no;cellular;failure;no
43;single;secondary;no;426;yes;no;cellular;failure;no
38;married;secondary;no;5293;yes;no;cellular;failure;yes
33;divorced;primary;no;142;yes;no;telephone;failure;no
50;married;primary;no;199;no;no;cellular;failure;no
39;married;secondary;no;381;yes;no;cellular;failure;no
35;single;secondary;no;0;yes;no;cellular;failure;no
44;married;tertiary;no;254;yes;yes;cellular;failure;no
30;married;tertiary;no;740;yes;yes;cellular;other;no
35;married;primary;no;-367;yes;no;cellular;failure;no
56;married;secondary;no;102;yes;no;telephone;failure;no
44;married;secondary;no;1071;yes;no;cellular;failure;no
37;divorced;secondary;no;246;yes;no;cellular;failure;no
33;divorced;secondary;no;-331;yes;yes;cellular;failure;no
47;married;secondary;no;1571;yes;no;cellular;failure;no
40;married;secondary;no;695;yes;no;cellular;failure;no
34;single;secondary;no;213;yes;no;cellular;failure;no
43;married;primary;no;1579;yes;no;telephone;other;no
36;divorced;secondary;no;-523;yes;yes;cellular;other;no
34;married;secondary;no;-29;yes;no;cellular;other;no
39;married;secondary;no;1005;yes;yes;cellular;failure;no
28;married;secondary;no;448;yes;no;cellular;other;no
48;married;secondary;no;7985;yes;no;cellular;failure;no
36;divorced;primary;yes;0;yes;no;cellular;failure;no
57;married;secondary;no;124;yes;no;telephone;failure;no
25;single;tertiary;no;931;yes;no;cellular;failure;no
41;married;secondary;no;926;yes;no;cellular;other;no
38;single;secondary;no;328;yes;no;cellular;other;no
34;single;secondary;no;395;yes;no;cellular;failure;no
39;divorced;secondary;no;0;yes;no;cellular;other;no
38;married;secondary;no;0;yes;yes;cellular;failure;no
48;married;primary;no;643;yes;no;cellular;other;no
42;married;secondary;yes;-204;yes;no;cellular;failure;no
44;divorced;secondary;no;370;yes;no;cellular;failure;no
33;single;tertiary;no;48;yes;no;cellular;failure;no
37;married;primary;no;1653;yes;yes;cellular;failure;no
57;divorced;secondary;no;99;yes;no;cellular;failure;no
39;married;secondary;no;27;yes;no;cellular;failure;no
34;married;secondary;no;-333;yes;no;cellular;failure;no
50;married;primary;no;1549;yes;no;cellular;other;no
35;single;secondary;no;313;yes;no;cellular;failure;no
48;married;primary;no;222;yes;no;cellular;failure;no
35;married;tertiary;no;244;yes;no;cellular;failure;no
55;married;tertiary;no;154;no;no;telephone;failure;no
31;single;secondary;no;1598;yes;no;cellular;success;no
41;married;secondary;no;542;yes;no;telephone;other;no
36;single;secondary;no;219;yes;yes;cellular;failure;no
59;married;secondary;no;0;yes;no;telephone;failure;no
46;divorced;secondary;no;875;yes;yes;cellular;failure;no
53;married;primary;no;238;yes;no;cellular;failure;no
33;single;secondary;no;3499;yes;no;cellular;other;no
48;single;secondary;yes;-470;yes;no;cellular;failure;no
35;married;secondary;no;6;yes;no;cellular;failure;no
49;single;secondary;no;-18;yes;no;cellular;failure;no
50;married;tertiary;no;388;yes;no;cellular;failure;no
44;single;secondary;no;-497;yes;no;cellular;failure;no
46;married;secondary;no;2603;yes;yes;cellular;failure;no
45;married;secondary;no;744;yes;no;cellular;failure;no
44;married;primary;no;953;yes;no;cellular;failure;no
39;married;tertiary;no;763;yes;no;cellular;other;yes
37;married;secondary;no;1165;yes;no;cellular;failure;no
35;married;primary;no;151;yes;no;cellular;failure;no
40;married;secondary;no;4136;yes;no;cellular;failure;no
41;married;secondary;no;2067;yes;no;cellular;failure;no
50;married;primary;no;0;yes;no;cellular;failure;no
47;single;secondary;no;3957;yes;no;telephone;other;no
34;married;secondary;no;10;yes;yes;cellular;failure;no
56;divorced;secondary;no;141;yes;no;cellular;failure;no
32;single;tertiary;no;473;yes;no;cellular;other;no
54;married;secondary;no;956;yes;yes;telephone;other;no
26;single;tertiary;no;249;yes;no;cellular;other;no
43;married;primary;no;0;yes;no;cellular;failure;no
37;single;primary;no;1388;yes;no;telephone;other;no
31;single;secondary;no;-15;yes;no;cellular;other;no
36;married;secondary;no;-185;yes;no;cellular;failure;no
31;divorced;secondary;no;62;yes;no;cellular;other;no
36;single;primary;no;109;yes;no;telephone;failure;no
42;married;secondary;no;218;yes;no;cellular;failure;no
40;divorced;secondary;no;16;yes;no;telephone;other;no
56;divorced;primary;no;190;yes;no;cellular;other;no
35;married;tertiary;no;739;yes;no;telephone;other;no
43;single;secondary;no;277;yes;no;cellular;failure;no
50;married;secondary;no;0;yes;no;telephone;other;no
59;married;tertiary;no;146;yes;no;cellular;failure;no
33;single;secondary;no;310;yes;no;cellular;failure;no
54;married;primary;no;0;yes;no;cellular;failure;no
34;married;secondary;no;0;yes;yes;cellular;failure;no
41;married;secondary;no;-648;yes;no;cellular;failure;no
41;married;tertiary;no;4063;yes;no;cellular;failure;no
58;married;secondary;no;502;yes;no;cellular;failure;no
41;single;secondary;no;1734;yes;no;cellular;failure;no
50;married;secondary;no;8648;no;no;cellular;failure;yes
54;married;secondary;no;87;yes;no;cellular;failure;no
26;single;tertiary;no;2182;yes;no;cellular;other;no
43;married;tertiary;no;591;yes;no;cellular;failure;no
41;married;primary;no;164;yes;no;cellular;other;no
34;married;secondary;no;165;no;no;cellular;failure;no
34;divorced;secondary;no;479;yes;no;cellular;failure;yes
40;married;primary;no;780;yes;no;cellular;failure;no
41;married;primary;no;254;yes;no;cellular;failure;no
55;single;secondary;no;99;yes;no;cellular;failure;no
48;single;secondary;no;561;yes;no;cellular;other;no
32;married;secondary;no;169;yes;no;cellular;failure;no
37;divorced;secondary;no;1655;yes;no;cellular;failure;no
32;divorced;tertiary;no;146;yes;no;cellular;failure;no
37;married;secondary;no;1109;yes;no;cellular;failure;no
38;single;primary;no;199;yes;no;cellular;failure;yes
55;married;primary;no;2102;yes;no;cellular;failure;no
37;married;primary;no;0;yes;no;cellular;success;no
39;married;secondary;no;25;yes;yes;cellular;failure;yes
46;married;secondary;no;278;yes;no;cellular;failure;no
34;married;secondary;no;7;yes;no;cellular;failure;no
37;married;tertiary;no;1733;yes;no;cellular;other;no
37;single;tertiary;no;-487;yes;no;cellular;other;no
38;divorced;secondary;no;1533;yes;no;cellular;success;no
30;single;tertiary;no;112;yes;yes;cellular;failure;no
53;single;secondary;no;545;yes;no;cellular;failure;no
47;married;secondary;no;216;yes;no;cellular;failure;no
54;divorced;tertiary;no;349;yes;no;cellular;failure;no
43;divorced;secondary;no;1076;yes;no;cellular;failure;no
45;married;primary;no;491;yes;yes;cellular;other;no
33;married;secondary;no;1034;yes;no;cellular;failure;no
31;married;tertiary;no;2190;yes;no;telephone;other;no
53;married;secondary;no;-108;yes;no;cellular;other;no
41;married;secondary;no;598;yes;no;cellular;failure;no
50;married;secondary;no;173;yes;no;cellular;other;no
36;single;tertiary;no;687;yes;no;cellular;failure;no
48;divorced;secondary;no;-361;yes;no;cellular;other;yes
43;married;secondary;no;323;yes;yes;cellular;failure;no
60;divorced;tertiary;no;-134;no;no;cellular;failure;no
29;single;tertiary;no;135;yes;no;cellular;failure;no
33;single;secondary;no;1794;yes;no;cellular;other;no
33;single;secondary;no;38;yes;no;telephone;other;no
40;divorced;secondary;no;1194;yes;no;cellular;failure;no
41;married;secondary;no;1535;yes;no;cellular;success;no
38;married;secondary;no;1616;yes;no;telephone;failure;no
40;married;primary;no;106;yes;no;cellular;failure;no
30;married;secondary;no;265;yes;no;cellular;failure;no
43;married;primary;no;188;yes;no;cellular;failure;no
54;divorced;secondary;no;1012;yes;no;cellular;other;no
43;single;secondary;no;24;no;no;cellular;failure;no
39;married;primary;no;476;yes;no;cellular;failure;no
37;divorced;secondary;no;1573;yes;no;cellular;failure;no
43;married;primary;no;-404;yes;yes;cellular;failure;no
47;married;secondary;no;311;yes;yes;cellular;failure;no
53;married;secondary;no;218;yes;no;cellular;failure;no
49;married;tertiary;no;666;yes;no;cellular;failure;no
30;married;secondary;no;8563;yes;no;cellular;other;no
41;married;secondary;no;277;yes;no;cellular;failure;no
32;married;secondary;no;522;yes;yes;cellular;failure;no
44;married;primary;no;103;yes;no;cellular;failure;no
30;single;secondary;no;-158;yes;no;cellular;failure;yes
34;married;secondary;no;-53;yes;no;cellular;failure;no
46;married;secondary;no;66;yes;no;cellular;failure;no
49;married;secondary;no;425;yes;no;cellular;failure;no
34;single;secondary;no;151;yes;no;cellular;other;yes
34;divorced;secondary;no;151;yes;no;cellular;other;no
42;single;tertiary;no;-411;yes;no;cellular;failure;no
45;married;primary;no;0;yes;yes;cellular;failure;no
30;single;secondary;no;194;yes;no;cellular;other;no
55;married;secondary;no;859;no;no;telephone;failure;no
36;married;secondary;no;339;yes;no;cellular;failure;no
52;divorced;secondary;no;3029;yes;yes;cellular;failure;no
48;divorced;secondary;no;162;yes;no;cellular;failure;no
51;married;primary;no;480;yes;no;cellular;failure;no
28;single;secondary;no;242;yes;yes;cellular;failure;no
37;married;secondary;no;1543;yes;no;cellular;success;no
27;single;tertiary;no;498;yes;no;cellular;failure;no
37;married;secondary;no;342;yes;no;cellular;failure;no
39;married;primary;no;467;yes;no;cellular;other;no
41;single;secondary;no;1564;yes;no;cellular;other;no
39;single;tertiary;no;5073;yes;no;cellular;failure;yes
36;divorced;secondary;no;69;yes;no;cellular;failure;no
51;married;primary;no;42;yes;no;cellular;failure;no
38;single;secondary;no;883;yes;no;cellular;other;no
39;married;secondary;no;607;yes;no;cellular;failure;yes
32;married;secondary;no;1787;yes;no;cellular;failure;no
33;married;secondary;no;2858;yes;yes;cellular;failure;no
45;married;primary;no;353;yes;no;cellular;failure;no
39;single;tertiary;no;202;yes;no;cellular;other;no
37;married;secondary;no;-251;yes;no;cellular;failure;no
37;married;secondary;no;3420;yes;no;cellular;failure;no
44;single;secondary;no;492;yes;no;cellular;other;no
36;single;primary;no;5;no;no;cellular;failure;no
32;married;secondary;no;0;yes;no;cellular;failure;no
39;single;secondary;no;175;no;no;cellular;other;no
37;married;secondary;no;42;yes;no;cellular;failure;no
39;single;tertiary;no;0;yes;no;cellular;failure;no
47;married;secondary;no;367;yes;no;cellular;success;yes
42;married;tertiary;no;0;no;yes;telephone;failure;no
59;married;secondary;no;92;yes;no;cellular;failure;no
35;single;secondary;no;855;yes;no;cellular;success;yes
26;married;tertiary;no;38;yes;no;cellular;failure;no
40;single;secondary;no;1547;yes;no;cellular;success;no
36;married;primary;no;300;yes;no;cellular;failure;no
34;married;secondary;no;210;yes;yes;cellular;failure;no
28;single;secondary;no;1453;yes;no;cellular;other;no
29;married;tertiary;no;13186;yes;no;cellular;failure;no
35;single;secondary;no;10;no;yes;cellular;failure;no
33;divorced;secondary;no;-417;no;no;cellular;failure;no
51;married;primary;no;1164;yes;no;cellular;failure;no
35;single;secondary;no;68;yes;no;cellular;failure;no
30;single;secondary;no;0;yes;no;cellular;failure;no
35;divorced;secondary;no;0;yes;yes;cellular;failure;no
40;married;secondary;no;0;yes;no;cellular;failure;no
40;married;secondary;no;419;yes;yes;cellular;failure;no
56;married;primary;no;373;yes;no;cellular;failure;no
44;married;primary;no;887;yes;no;cellular;failure;no
37;divorced;secondary;no;-38;yes;no;cellular;failure;no
47;married;secondary;no;663;yes;yes;cellular;other;yes
37;married;secondary;no;335;yes;no;cellular;failure;no
31;married;primary;no;2581;no;no;cellular;failure;no
46;married;primary;no;804;yes;no;cellular;success;yes
52;married;primary;no;-637;yes;yes;cellular;failure;no
60;married;secondary;no;18;yes;yes;cellular;other;no
37;single;tertiary;no;1894;yes;no;cellular;other;no
41;divorced;secondary;no;139;yes;no;cellular;failure;no
36;single;secondary;no;75;yes;no;cellular;other;no
49;divorced;secondary;no;1598;yes;no;cellular;failure;no
33;divorced;tertiary;no;-634;yes;yes;cellular;failure;no
44;married;tertiary;no;870;yes;yes;cellular;failure;no
27;single;secondary;no;292;yes;no;cellular;other;no
37;single;primary;no;912;yes;no;cellular;other;yes
59;married;secondary;no;1575;yes;no;cellular;success;no
46;married;primary;no;4170;yes;yes;cellular;failure;no
54;married;secondary;no;143;yes;no;cellular;failure;no
43;married;primary;no;-98;yes;yes;cellular;other;no
38;single;tertiary;no;3646;yes;no;cellular;other;yes
50;single;secondary;no;5816;yes;no;telephone;failure;no
36;married;secondary;no;98;yes;no;cellular;failure;no
33;single;secondary;no;-15;no;no;telephone;failure;no
50;divorced;primary;no;15;yes;no;cellular;failure;no
40;single;tertiary;no;-50;yes;no;cellular;failure;no
40;married;secondary;no;1116;yes;no;cellular;failure;no
40;married;primary;no;1411;yes;no;cellular;failure;no
40;married;secondary;no;327;yes;no;cellular;failure;no
49;married;secondary;no;5058;no;no;cellular;failure;no
30;married;primary;no;190;no;no;telephone;failure;no
43;married;secondary;no;422;yes;no;cellular;failure;no
43;married;primary;no;-25;yes;no;cellular;failure;no
49;married;primary;no;3028;yes;no;cellular;other;no
25;single;secondary;no;1116;yes;no;cellular;failure;no
33;married;secondary;no;204;yes;yes;cellular;failure;no
41;married;primary;no;5560;yes;no;cellular;failure;no
31;married;primary;no;-199;yes;yes;telephone;failure;no
49;divorced;tertiary;no;108;yes;no;cellular;failure;no
40;divorced;secondary;no;209;yes;no;cellular;other;no
59;married;secondary;no;145;yes;no;telephone;success;yes
37;married;secondary;no;64;yes;no;cellular;other;no
31;single;tertiary;no;2592;no;no;cellular;failure;no
45;married;tertiary;no;677;yes;no;cellular;failure;no
46;divorced;secondary;no;984;yes;no;cellular;failure;no
55;married;secondary;no;167;yes;no;cellular;failure;no
39;married;secondary;no;5092;yes;no;cellular;failure;no
44;single;secondary;no;492;no;yes;cellular;other;no
36;married;primary;no;356;yes;yes;cellular;other;no
58;married;primary;no;1153;yes;yes;telephone;failure;no
52;married;primary;no;752;yes;no;telephone;failure;no
43;married;primary;no;555;yes;no;cellular;failure;no
38;divorced;secondary;no;5733;yes;no;cellular;failure;no
49;married;secondary;no;271;yes;yes;cellular;other;no
48;divorced;secondary;no;201;yes;no;cellular;failure;no
60;married;secondary;no;-247;yes;no;telephone;failure;no
40;married;primary;no;2495;yes;no;cellular;other;no
46;married;secondary;no;1583;yes;no;telephone;failure;no
37;married;secondary;no;807;yes;no;cellular;failure;no
33;single;secondary;no;422;yes;no;cellular;failure;no
39;single;secondary;no;631;yes;no;cellular;other;no
43;married;primary;no;250;yes;no;cellular;failure;no
38;single;primary;no;12130;yes;no;cellular;failure;no
40;married;secondary;no;949;yes;no;cellular;failure;no
38;married;primary;no;1455;yes;no;telephone;failure;no
34;married;primary;no;1309;yes;no;cellular;failure;no
40;married;primary;no;332;yes;no;cellular;failure;no
46;married;secondary;no;2381;yes;no;telephone;other;no
32;single;tertiary;no;933;yes;no;cellular;failure;no
43;married;tertiary;no;1158;yes;no;telephone;other;no
40;married;primary;no;1397;yes;no;telephone;failure;no
46;married;secondary;no;404;yes;no;telephone;failure;no
38;married;secondary;no;0;yes;no;cellular;other;no
42;married;primary;no;402;no;no;cellular;failure;no
35;single;secondary;no;399;yes;no;cellular;failure;yes
36;divorced;secondary;no;1089;yes;no;telephone;other;no
28;married;secondary;no;-302;yes;no;cellular;failure;no
46;single;tertiary;no;1410;yes;no;telephone;failure;no
39;married;primary;no;481;no;no;cellular;other;no
48;married;secondary;no;709;yes;no;cellular;other;no
39;married;tertiary;no;942;yes;no;cellular;other;no
37;married;primary;no;37;yes;no;cellular;other;no
57;married;primary;no;13;yes;no;cellular;failure;no
39;married;primary;no;800;yes;no;cellular;failure;no
29;single;secondary;no;154;yes;no;cellular;failure;no
38;single;tertiary;no;876;yes;no;cellular;failure;no
31;single;tertiary;no;253;yes;no;cellular;failure;no
47;single;primary;no;10558;yes;no;cellular;other;no
41;single;secondary;no;334;yes;no;cellular;other;no
36;married;secondary;no;1088;yes;no;cellular;failure;no
33;married;secondary;no;1078;yes;no;cellular;other;no
42;married;secondary;no;-141;yes;yes;cellular;failure;no
43;married;secondary;no;3;yes;no;telephone;failure;no
34;single;tertiary;no;7263;yes;no;telephone;failure;no
57;divorced;secondary;no;-663;yes;no;cellular;failure;no
27;single;secondary;no;2;no;no;telephone;other;no
33;married;secondary;no;20;yes;yes;cellular;failure;no
40;single;tertiary;no;406;yes;no;cellular;failure;no
55;married;secondary;no;918;yes;no;cellular;failure;no
36;married;primary;no;319;yes;no;cellular;failure;yes
32;married;secondary;no;944;no;no;cellular;other;no
33;married;secondary;no;17;yes;no;cellular;failure;no
40;single;secondary;no;82;yes;no;cellular;failure;no
32;single;tertiary;no;7444;yes;yes;cellular;failure;no
46;married;primary;no;512;no;no;telephone;failure;no
34;married;primary;no;412;yes;no;cellular;failure;no
51;single;secondary;no;516;yes;no;cellular;failure;no
